iter	Logloss
443	0.1063756694
444	0.1063315848
445	0.1062044392
446	0.1060819709
447	0.1059944567
448	0.1057412687
449	0.1056544097
450	0.1055588183
451	0.1054749696
452	0.1052726911
453	0.105007719
454	0.1047970813
455	0.1046865712
456	0.1046374777
457	0.1045313296
458	0.1044690505
459	0.1044521
460	0.10439206
461	0.1042861773
462	0.1041436651
463	0.1040855076
464	0.1040232368
465	0.1039377627
466	0.1037227465
467	0.1036551268
468	0.1035485143
469	0.1035293164
470	0.103445418
471	0.1034015738
472	0.1032158561
473	0.1032044452
474	0.1030736674
475	0.1030284882
476	0.1029829937
477	0.1029249025
478	0.1028734041
479	0.102798039
480	0.1027810553
481	0.1025346341
482	0.102481643
483	0.1024655715
484	0.1024458014
485	0.1023518935
486	0.1022612862
487	0.102233497
488	0.1021899514
489	0.1021605782
490	0.102066944
491	0.1020480944
492	0.1020280258
493	0.1019262231
494	0.1019064033
495	0.1017766372
496	0.1016802498
497	0.1016643358
498	0.1015621849
499	0.1014469478
500	0.1013645753
501	0.1013183096
502	0.1013057543
503	0.1012295433
504	0.1011573792
505	0.1010923137
506	0.1009625808
507	0.1009499591
508	0.1008838654
509	0.100828743
510	0.1007004448
511	0.1006558294
512	0.1006334554
513	0.1006055583
514	0.1005094694
515	0.1004814314
516	0.1004393204
517	0.1004219055
518	0.1004063399
519	0.100397309
520	0.1003855664
521	0.1003580176
522	0.1003440608
523	0.1003199702
524	0.1001156683
525	0.0999572588
526	0.09994645326
527	0.09981436522
528	0.09973473756
529	0.09969331493
530	0.09955932783
531	0.09953478938
532	0.09950249713
533	0.09927242113
534	0.0992343405
535	0.09904913695
536	0.09894054247
537	0.09885088879
538	0.09881653993
539	0.09868436067
540	0.09856229036
541	0.09855090432
542	0.09846894637
543	0.09844483085
544	0.0983232664
545	0.09829474739
546	0.09816371254
547	0.09815329676
548	0.09813751552
549	0.09805940545
550	0.09793080869
551	0.09789936232
552	0.09787877124
553	0.09786769204
554	0.09785561769
555	0.09773514789
556	0.09761806986
557	0.09757652283
558	0.09744146596
559	0.09743204531
560	0.09731995956
561	0.09718518464
562	0.09706256701
563	0.09705210147
564	0.09694666655
565	0.09691002887
566	0.09674171779
567	0.09671367977
568	0.09670191226
569	0.09664489083
570	0.09653666123
571	0.09646064095
572	0.0963077711
573	0.09622898931
574	0.09611031905
575	0.09604173743
576	0.09586823505
577	0.09577282615
578	0.09575780786
579	0.09565335149
580	0.09562739497
581	0.09559840327
582	0.09558277959
583	0.09544438072
584	0.09530663698
585	0.09529535045
586	0.0952806224
587	0.09526329041
588	0.095241812
589	0.09509919208
590	0.0950813874
591	0.09496085955
592	0.09495129793
593	0.0948998161
594	0.09476800172
595	0.09465916675
596	0.09464633776
597	0.09454402094
598	0.0945318222
599	0.09451742587
600	0.09433285257
601	0.09432134214
602	0.09429979739
603	0.09427627895
604	0.09416346343
605	0.09410567906
606	0.09393036884
607	0.09392132966
608	0.0938926448
609	0.09387777577
610	0.09385521101
611	0.09368545698
612	0.09367467631
613	0.09357906839
614	0.09352969294
615	0.09342191116
616	0.09331487573
617	0.09329361294
618	0.09315992438
619	0.09309538136
620	0.09307054437
621	0.09297732478
622	0.09296803682
623	0.09289066481
624	0.09285551154
625	0.09284649725
626	0.09271356334
627	0.09260286248
628	0.09250110129
629	0.09236149995
630	0.0922346198
631	0.09211065873
632	0.09209501847
633	0.0920060531
634	0.09185635111
635	0.09183480636
636	0.09167347784
637	0.09151627914
638	0.09139259173
639	0.09128217283
640	0.09127344049
641	0.09126480766
642	0.09113911338
643	0.09103452434
644	0.09094827071
645	0.09093384121
646	0.09079043347
647	0.09077458589
648	0.09076251154
649	0.09068553759
650	0.09064793794
651	0.09056530828
652	0.09044637265
653	0.09030017024
654	0.09018186486
655	0.09008709451
656	0.09000222579
657	0.08991926442
658	0.08977025903
659	0.08975740516
660	0.08970550869
661	0.08969860906
662	0.08957206063
663	0.08956114728
664	0.08942740067
665	0.08940706668
666	0.08931815935
667	0.08928327146
668	0.08912675277
669	0.08905430669
670	0.08893726183
671	0.08888592927
672	0.08887692327
673	0.08883779775
674	0.08868480351
675	0.08867760534
676	0.08858435258
677	0.08850412783
678	0.08844990938
679	0.08844292682
680	0.0884352145
681	0.08834508813
682	0.08833815533
683	0.08824736554
684	0.0882405986
685	0.08813338902
686	0.08812587572
687	0.08807875592
688	0.0880466627
689	0.08801705734
690	0.08789221722
691	0.08781499448
692	0.08766429735
693	0.08753872747
694	0.08744497714
695	0.08738702691
696	0.08729453709
697	0.08716013535
698	0.08711640731
699	0.08699811852
700	0.08695634759
701	0.08695118116
702	0.0868817205
703	0.08681894385
704	0.08676478344
705	0.08674216063
706	0.08672229933
707	0.08671727388
708	0.08661867225
709	0.08660231051
710	0.08653193764
711	0.08649406433
712	0.0864846271
713	0.08640702289
714	0.0863305465
715	0.08631469892
716	0.08620131119
717	0.08605403071
718	0.08604743792
719	0.08593167844
720	0.08592574078
721	0.08578402478
722	0.08577813688
723	0.08572377744
724	0.0855628138
725	0.0855570337
726	0.08542735888
727	0.08538790993
728	0.08528880244
729	0.08524058798
730	0.08513099007
731	0.08502542247
732	0.08501038759
733	0.08495532326
734	0.08494975878
735	0.0848784654
736	0.0847546536
737	0.0847174603
738	0.08462937397
739	0.0845882167
740	0.0845356651
741	0.08445086272
742	0.08440697711
743	0.08433142123
744	0.08423937093
745	0.08410651995
746	0.08409218995
747	0.08398089202
748	0.08387549027
749	0.08383854576
750	0.08376139765
751	0.08374776426
752	0.08367618893
753	0.08361103224
754	0.08351296964
755	0.0835077037
756	0.08348451697
757	0.08343492591
758	0.08333013783
759	0.08320030544
760	0.08319440095
761	0.08308371668
762	0.08304128232
763	0.08297432609
764	0.08288167871
765	0.08281375222
766	0.08280691064
767	0.08270049717
768	0.08261924412
769	0.08259002022
770	0.08258505282
771	0.08247792617
772	0.08243790502
773	0.08231454103
774	0.08220420506
775	0.08212220565
776	0.0819925557
777	0.08193571671
778	0.08182160751
779	0.08181515569
780	0.08179740906
781	0.08179228409
782	0.08171413256
783	0.08151216922
784	0.0814334123
785	0.08127597311
786	0.08119834402
787	0.08119348443
788	0.08112328571
789	0.08101408585
790	0.08100930919
791	0.08091332809
792	0.08083214138
793	0.08082443735
794	0.08081973532
795	0.08081066297
796	0.08070703589
797	0.08068339306
798	0.08060950404
799	0.08051542199
800	0.08050800821
801	0.0804215141
802	0.08041622328
803	0.08035551983
804	0.08024194137
805	0.08020125679
806	0.08019377667
807	0.08018847756
808	0.08012049302
809	0.07998123998
810	0.07988745648
811	0.07978465868
812	0.07967885888
813	0.07951549032
814	0.07947183692
815	0.0793962064
816	0.0793388035
817	0.07924515268
818	0.07918852101
819	0.07915753904
820	0.0790011945
821	0.07899674125
822	0.07881536898
823	0.07878323431
824	0.07874996351
825	0.07868457462
826	0.07865570732
827	0.0785433396
828	0.07851350204
829	0.07842940455
830	0.07842442886
831	0.07832367938
832	0.07820694965
833	0.07814525936
834	0.07795585964
835	0.07786969724
836	0.0777359921
837	0.07764692721
838	0.07758558522
839	0.0775660888
840	0.07756188434
841	0.07749880915
842	0.07746797645
843	0.07746373052
844	0.07740371538
845	0.07731581149
846	0.07728759102
847	0.07728347778
848	0.07725245434
849	0.0772084941
850	0.07714822189
851	0.07709485759
852	0.07706491222
853	0.07697055651
854	0.07696597058
855	0.07689585478
856	0.07689258741
857	0.07687442614
858	0.07678939156
859	0.07678532808
860	0.07662194293
861	0.07654312797
862	0.07647180972
863	0.07637601106
864	0.0762565364
865	0.07624679234
866	0.07614012179
867	0.07613604172
868	0.07603094681
869	0.0760270409
870	0.07600091022
871	0.07581652766
872	0.07581262174
873	0.07580714018
874	0.07575477932
875	0.0755982938
876	0.07550469274
877	0.07550086975
878	0.07543976825
879	0.07537889066
880	0.0753461589
881	0.07530996903
882	0.07519574373
883	0.07507191534
884	0.07500140149
885	0.07489626511
886	0.07489249188
887	0.07481560085
888	0.07476785079
889	0.07457960378
890	0.07451455489
891	0.0745108563
892	0.07445496269
893	0.07432136536
894	0.07417532879
895	0.07416356128
896	0.07413515837
897	0.07391674208
898	0.07388430056
899	0.07384867461
900	0.07377455338
901	0.0737548994
902	0.07373475614
903	0.0737097367
904	0.07367840643
905	0.07367479076
906	0.07367097606
907	0.07359937585
908	0.07358633954
909	0.07349037502
910	0.0734868174
911	0.07348271246
912	0.07339698957
913	0.07327346802
914	0.07324732076
915	0.07323067707
916	0.07307483839
917	0.07305558246
918	0.07292814669
919	0.07285333716
920	0.07283214072
921	0.07273658255
922	0.07266651651
923	0.07266067837
924	0.07261700008
925	0.07249851227
926	0.07241604846
927	0.07235135617
928	0.07234613999
929	0.0722720934
930	0.0722680465
931	0.07219241598
932	0.07215790956
933	0.07215342314
934	0.07208611862
935	0.07208276832
936	0.07207634138
937	0.07194431139
938	0.07191745924
939	0.07184881127
940	0.07184214385
941	0.07179635919
942	0.07172674096
943	0.07168978815
944	0.07162791542
945	0.07153715051
946	0.07146636299
947	0.07144251284
948	0.07141189575
949	0.07139519401
950	0.07137177509
951	0.07123759726
952	0.07117992899
953	0.0711441123
954	0.07098421843
955	0.07093071316
956	0.0708611281
957	0.07085028939
958	0.07078313413
959	0.07075847957
960	0.07075482244
961	0.07075139751
962	0.07074765744
963	0.07068131488
964	0.07061812359
965	0.07055635867
966	0.07047863836
967	0.0703495772
968	0.07026421091
969	0.07026151574
970	0.0702574025
971	0.07019465903
972	0.07016787322
973	0.07014669335
974	0.07008229131
975	0.07005036396
976	0.0699241887
977	0.06990672402
978	0.06983725506
979	0.06976181528
980	0.06972496199
981	0.06972021849
982	0.06969246242
983	0.0695558465
984	0.06951886467
985	0.06945971613
986	0.06943742503
987	0.06935110507
988	0.06927155204
989	0.06926838833
990	0.06923772563
991	0.06923457436
992	0.06919419662
993	0.06909696745
994	0.06909397789
995	0.06906821209
996	0.06889643876
997	0.06889340774
998	0.06883774633
999	0.06877358478
